id,nom,structure_porteuse,type_lieu,nature_juridique,statut,adresse_commune,tarifs,gratuit ou pas,description,siret,adresse_brut,adresse_numero,adresse_rue,adresse_code_postal,adresse_code_insee,adresse_departement,adresse_region,adresse_complément,latitude,longitude,itinerant,en_ligne,contact_telephone,contact_telephone_complement,contact_telephone_details,contact_telephone_complement_detail,contact_email,contact_web,contact_facebook,horaires_ouverture_brut,horaires_ouverture_osm,public_cible,modalites_acces,modalites_accompagnement,accessibilite,services,niveau_service,labels,geo_point
41,Bibliothèque La Bastide,Mairie de Bordeaux,Bibliothèque / Médiathèque,Collectivité locale ou territoriale,Public,Bordeaux,"Gratuit,Adhérent",avec condition,"C'est la bibliothèque de référence sur la rive droite, dans un quartier en pleine mutation.Elle chouchoute les tout petits, les collégiens... et les mélomanes. La bibliothèque met à votre disposition livres, DVD, revues, mais aussi un beau fonds de CD musicaux et six postes Internet. Les collégiens du quartier sont accueillis à des tables de travail et guidés dans leurs recherches.",21300000000000,18-22 rue Alexander Fleming,18,Rue Alexander Fleming,33100,33063,Gironde,Nouvelle Aquitaine,,44.8441359166854,-0.542196720968236,,Non,556861528,,"Mardi : 10h-12h/14h-18h, Mercredi et Samedi : 10h-18h, Jeudi et Vendredi : 14h-18h.",,dgac.lectpub@mairie-bordeaux.fr,http://bibliotheque.bordeaux.fr,https://www.facebook.com/bibliotheques.bordeaux/,"Mardi : 10h-12h/14h-18h, Mercredi et Samedi : 10h-18h, Jeudi et Vendredi : 14h-18h.","Tu 10:00-12:00,14:00-18:00; We,Sa 10:00-18:00; Th,Fr 14:00-18:00",Tout public,Sur inscription ou rendez-vous,"Individuel,Collectif",Handicap moteur,"Accès à un équipement informatique,Le public peut amener son propre matériel","TABLETTE/Basique,ORDI/Basique,INTERNET/Basique,MAILS/Expert,CV/Basique,DIFFCV/Basique,ORGRECHEMPLOI/Non,EMPLOISTORE/Non,DECLAPE/Basique,IMPOTS/Basique,DROITSSOCIAUXRSACAF/Basique,RETRAITE/Basique,CPAM/Basique,FACTURES/Basique,ETATCIVIL/Basique,PERMIS/Basique,PHOTO/Basique,IMPTROISD/Non,PAO/Basique,SITEWEB/Non,CODE/Non,MOOC/Basique",,"44.8441359167, -0.542196720968"
47,Centre socioculturel Danielle Mitterrand / MSAP,,Maison de Service au Public (MSAP),Association,Privé,Ambarès-et-Lagrave,Gratuit,gratuit sans restrictions,"Le centre socioculturel propose aux habitants un lieu dédié à l’accueil des administrés. L’objectif est d’accueillir l’ensemble de la population et de proposer un accompagnement aux démarches et à l’accès aux droits au travers d’un accueil bienveillant et individualisé (démarches administratives en particulier des partenaires de la MSAP, une information fiable et claire, accompagner les habitants vers l’autonomie, en particulier pour ce qui concerne les démarches dématérialisées).",,1 rue Louis Massina,1,Rue Louis Massina,33440,33003,Gironde,Nouvelle Aquitaine,,44.9277930802108,-0.488512977996998,,Non,556776264,,Lundi : 9h30-12h30/14h-19h. Mardi : 9h30-12h30/14h-17h. Mercredi : 9h30-12h30/14h-18h. Jeudi : 8h30-12h30/14h-17h. Vendredi : 14h-18h.,,contact.csc@ville-ambaresetlagrave.fr,,,Lundi : 9h30-12h30/14h-19h. Mardi : 9h30-12h30/14h-17h. Mercredi : 9h30-12h30/14h-18h. Jeudi : 8h30-12h30/14h-17h. Vendredi : 14h-18h.,"Mo 09:30-12:30,14:00-19:00; Tu 09:30-12:30,14:00-17:00; We 09:30-12:30,14:00-18:00; Th 08:30-12:30,14:00-17:00; Fr 14:00-18:00",Tout public,Sur inscription ou rendez-vous,Individuel,Handicap moteur,"Accès à un équipement informatique,Le public peut amener son propre matériel","TABLETTE/Maîtrise,ORDI/Maîtrise,INTERNET/Expert,MAILS/Expert,CV/Basique,DIFFCV/Basique,ORGRECHEMPLOI/Basique,EMPLOISTORE/Maîtrise,DECLAPE/Expert,IMPOTS/Basique,DROITSSOCIAUXRSACAF/Expert,RETRAITE/Maîtrise,CPAM/Maîtrise,FACTURES/Basique,ETATCIVIL/Expert,PERMIS/Expert,PHOTO/Basique,IMPTROISD/Non,PAO/Maîtrise,SITEWEB/Non,CODE/Non,MOOC/Basique","France Services,Point relais CAF","44.9277930802, -0.488512977997"
48,Pôle Culturel Evasion,Mairie de Ambarès-et-Lagrave,"Commune (Ville, CCAS, Centre Culturel…)",Collectivité locale ou territoriale,Public,Ambarès-et-Lagrave,Gratuit,gratuit sans restrictions,"Equipement culturel de proximité de la ville d'Ambarès-et-Lagrave, le Pôle Culturel Evasion a pour vocation la transmission des pratiques artistiques et la découverte de formes innovantes. L'objectif est de mettre en œuvre une action cohérente dédiée aux enjeux de la rencontre entre professionnels et amateurs, entre artistes et populations. Fort d’une expérience autour d’une Mission FEDER numérique Axe 2, de plusieurs actions menées dans le cadre d’appels à projets le Pôle Culturel a développé au fil des années des compétences autour du numérique.",,place de la République,,Place de la République,33440,33003,Gironde,Nouvelle Aquitaine,,44.9264558802494,-0.488479333307143,,Non,556773626,,Mardi : 18h-21h. Vendredi : 10h-12h.Samedi : 10h-13h.,,contact.culture@ville-ambaresetlagrave.fr,https://evasion.ville-ambaresetlagrave.fr/,https://www.facebook.com/pole.culturel.evasion,Mardi : 18h-21h. Vendredi : 10h-12h.Samedi : 10h-13h.,Tu 18:00-21:00; Fr 10:00-12:00; Sa 10:00-13:00,Séniors,Sur inscription ou rendez-vous,"Individuel,Collectif",Handicap moteur,"Accès à un équipement informatique,Le public peut amener son propre matériel","TABLETTE/Maîtrise,ORDI/Maîtrise,INTERNET/Maîtrise,MAILS/Maîtrise,CV/Non,DIFFCV/Basique,ORGRECHEMPLOI/Non,EMPLOISTORE/Non,DECLAPE/Non,IMPOTS/Non,DROITSSOCIAUXRSACAF/Non,RETRAITE/Non,CPAM/Non,FACTURES/Non,ETATCIVIL/Non,PERMIS/Non,PHOTO/Maîtrise,IMPTROISD/Non,PAO/Maîtrise,SITEWEB/Basique,CODE/Basique,MOOC/Maîtrise",,"44.9264558802, -0.488479333307"
52,Médiathèque municipale de Bassens,Mairie de Bassens,Bibliothèque / Médiathèque,Collectivité locale ou territoriale,Public,Bassens,"Gratuit,Adhérent",avec condition,"La médiathèque propose des ateliers d'initiation aux usages du numérique., une aide et un accompagnement à l’équipement numérique, un accès libre et gratuit soumis à inscription à la médiathèque.",,rue 8 mai 1945,,Rue du 8 Mai 1945,33530,33032,Gironde,Nouvelle Aquitaine,,44.8996031552278,-0.516190784702733,,Non,557808178,,Médiathèque: Mardi : 14h-18h. Mercredi : 10h-12h/14h-18h. Vendredi : 10h-12h/14h-19h. Samedi : 10h-12h/14h-17h. EPN : Mardi : 16h-18h. Mercredi : 10h-12h (sur RV uniquement)/14h-18h. Vendredi : 10h-12h (accueil avec agents du CCAS pour leurs bènèficiaires) /14h-17h. Samedi : 10h-12h. Ateliers initiation le Mardi : 14h-16h et le Vendredi : 17h-19h (sur inscription),,mediatheque@ville-bassens.fr,https://mediatheque.ville-bassens.fr,,Médiathèque: Mardi : 14h-18h. Mercredi : 10h-12h/14h-18h. Vendredi : 10h-12h/14h-19h. Samedi : 10h-12h/14h-17h. EPN : Mardi : 16h-18h. Mercredi : 10h-12h (sur RV uniquement)/14h-18h. Vendredi : 10h-12h (accueil avec agents du CCAS pour leurs bènèficiaires) /14h-17h. Samedi : 10h-12h. Ateliers initiation le Mardi : 14h-16h et le Vendredi : 17h-19h (sur inscription),"Tu 14:00-18:00; We 10:00-12:00,14:00-18:00; Fr 10:00-12:00,14:00-19:00; Sa 10:00-12:00,14:00-17:00",Tout public,Sur inscription ou rendez-vous,"Individuel,Collectif",Handicap moteur,Accès à un équipement informatique,"TABLETTE/Maîtrise,ORDI/Expert,INTERNET/Maîtrise,MAILS/Maîtrise,CV/Basique,DIFFCV/Basique,ORGRECHEMPLOI/Basique,EMPLOISTORE/Non,DECLAPE/Basique,IMPOTS/Maîtrise,DROITSSOCIAUXRSACAF/Basique,RETRAITE/Basique,CPAM/Basique,FACTURES/Basique,ETATCIVIL/Maîtrise,PERMIS/Maîtrise,PHOTO/Expert,IMPTROISD/Non,PAO/Non,SITEWEB/Maîtrise,CODE/Basique,MOOC/Non",,"44.8996031552, -0.516190784703"
54,Médiathèque de Carbon-Blanc,Mairie de Carbon-Blanc,Bibliothèque / Médiathèque,Collectivité locale ou territoriale,Public,Carbon-Blanc,"Gratuit,Adhérent",avec condition,"La médiathèque de Carbon-Blanc dispose de 5 postes informatiques à destination des publics, accessibles gratuitement pour les inscrits à la médiathèque (inscription gratuite). Pour les mineurs, la consultation est soumise àl’autorisation parentale. Le public a accès à Internet, à des outils de bureautiques ainsi que des ressources en ligne. Les personnes peuvent être accompagnées dans leurs recherches par un bibliothécaire sur demande.",,17 Avenue Vignau Anglade BP 30,17,Avenue André Vignau Anglade,33564,33096,Gironde,Nouvelle Aquitaine,BP 30,44.8958988624813,-0.514769766938758,,Non,556776886,,La médiathèque est ouverte du mardi au samedi. Pour consulter les horaires veuillez vous rendre sur le site de la ville : www.carbon-blanc.fr.,,mediatheque@carbon-blanc.fr,http://www.mediatheque-carbon-blanc.fr,,La médiathèque est ouverte du mardi au samedi. Pour consulter les horaires veuillez vous rendre sur le site de la ville : www.carbon-blanc.fr.,"Tu-Fr 14:30-18:30; We,Sa 10:30-12:30,14:30-18:30",Tout public,,Individuel,Handicap moteur,Accès à un équipement informatique,"TABLETTE/Basique,ORDI/Maîtrise,INTERNET/Maîtrise,MAILS/Maîtrise,CV/Maîtrise,DIFFCV/Maîtrise,ORGRECHEMPLOI/Maîtrise,EMPLOISTORE/Basique,DECLAPE/Basique,IMPOTS/Basique,DROITSSOCIAUXRSACAF/Basique,RETRAITE/Basique,CPAM/Basique,FACTURES/Basique,ETATCIVIL/Basique,PERMIS/Basique,PHOTO/Maîtrise,IMPTROISD/Expert,PAO/Maîtrise,SITEWEB/Maîtrise,CODE/Maîtrise,MOOC/Maîtrise",,"44.8958988625, -0.514769766939"
55,Centre social et culturel La Colline,,Centre social,Association,Privé,Cenon,"Gratuit,Adhérent,Payant",avec condition,"Le centre social et culturel est une association qui propose des actions en direction des familles, des enfants, des jeunes et des adultes. Ses trois axes de travail sont : l’épanouissement individuel et collectif (Cours de français, accompagnement aux vacances, accompagnement social, soirées, sorties ), l'accès à la culture (spectacles, concerts, festival, découverte des métiers culturels& ), l'accès au numérique (ateliers, utilisation des outils (ordinateurs, tablettes, smartphone), utilisation des plateformes administratives).",,2 rue Stéphane Mallarmé,2,Rue Stéphane Mallarme,33150,33119,Gironde,Nouvelle Aquitaine,,44.856408823067,-0.520666850365824,,Non,557779030,,Du Lundi au Vendredi : 9h-12h/14h-17h.,,info@csc-lacolline.com,http://csc-lacolline.com/,https://www.facebook.com/lacollinecsc,Du Lundi au Vendredi : 9h-12h/14h-17h.,"Mo-Fr 09:00-12:00,14:00-17:00",Tout public,Sur inscription ou rendez-vous,"Individuel,Collectif",Handicap moteur,"Accès à un équipement informatique,Le public peut amener son propre matériel","TABLETTE/Basique,ORDI/Maîtrise,INTERNET/Maîtrise,MAILS/Maîtrise,CV/Basique,DIFFCV/Basique,ORGRECHEMPLOI/Non,EMPLOISTORE/Basique,DECLAPE/Basique,IMPOTS/Basique,DROITSSOCIAUXRSACAF/Maîtrise,RETRAITE/Basique,CPAM/Basique,FACTURES/Basique,ETATCIVIL/Basique,PERMIS/Non,PHOTO/Basique,IMPTROISD/Non,PAO/Non,SITEWEB/Non,CODE/Non,MOOC/Non",Point relais CAF,"44.8564088231, -0.520666850366"
57,PIMMS de Cenon,,Point Information Médiation Multi Services (PIMMS),Association,Privé,Cenon,Gratuit,gratuit sans restrictions,"Faciliter l’accès des populations aux services publics et aux droits sociaux. Généraliste sur son territoire, le PIMMS développe une activité multiservices. Ainsi, le PIMMS œuvre à l'accessibilité des habitants aux services nécessaires à la vie courante, en relayant, facilitant la compréhension, en complétant l'offre de services de ses partenaires et en proposant des services de type généraliste (information de premier niveau,...).  Notamment, Il offre un accès à Internet et accompagne dans l’utilisation des services publics distants via les portails numériques des opérateurs de services.",,89 avenue Jean Jaurès,89,Avenue Jean Jaurès,33150,33119,Gironde,Nouvelle Aquitaine,,44.8570117421531,-0.532118545204031,,Non,547747780,,"Lundi, mercredi Vendredi 9h/12h30-13h30/17h   Mardi et Jeudiè13h30/17h",,cenon@pimms.org,https://www.pimms.org/,https://fr-fr.facebook.com/pimmsdecenon33150/,"Lundi, mercredi Vendredi 9h/12h30-13h30/17h   Mardi et Jeudi 13h30/17h","Mo-Fr 09:00-12:30,13:30-17:00; Tu,Th 13:30-17:00","Allocataires,Demandeurs d'emploi,Etrangers,Jeunes,Séniors",,"Individuel,Collectif",,"Accès à un équipement informatique,Le public peut amener son propre matériel","TABLETTE/Non,ORDI/Non,INTERNET/Basique,MAILS/Basique,CV/Non,DIFFCV/Non,ORGRECHEMPLOI/Non,EMPLOISTORE/Non,DECLAPE/Basique,IMPOTS/Non,DROITSSOCIAUXRSACAF/Basique,RETRAITE/Basique,CPAM/Basique,FACTURES/Basique,ETATCIVIL/Basique,PERMIS/Non,PHOTO/Non,IMPTROISD/Non,PAO/Non,SITEWEB/Non,CODE/Non,MOOC/Non",,"44.8570117422, -0.532118545204"
58,Rocher de Palmer I Musiques de Nuit Diffusion,,Association,Association,Privé,Cenon,Gratuit,gratuit sans restrictions,"Le Forum du Rocher, c'est une boite à outils geéante et des espaces au sein du Rocher de Palmer où l’on vient se former, travailler, echanger, s’enregistrer et/ou structurer son parcours professionnel dans le secteur des industries culturelles et creatives. Il s'adresse aux personnes en recherche d’emploi, porteurs de projets, habitants en quartier prioritaire, ètudiants et propose : une formation numèrique (2 mois), un espace coworking, des ateliers de 2 jours (numèrique), un studio de captation numèrique et une pèpinière d’entreprise culturelle.",,1 rue Aristide Briand,1,Rue Aristide Briand,33150,33119,Gironde,Nouvelle Aquitaine,,44.8621455642501,-0.52400296271831,,Non,671838626,,Du Lundi au Vendredi 9h30-18h.,,forum@rocherdepalmer.fr,https://lerocherdepalmer.fr/forum/,https://www.facebook.com/forumdurocher,Du Lundi au Vendredi 9h30-18h.,Mo-Fr 09:30-18:00,"Allocataires,Jeunes,Personnes en situation de handicap",Sur inscription ou rendez-vous,"Individuel,Collectif",Handicap moteur,"Accès à un équipement informatique,Le public peut amener son propre matériel","TABLETTE/Non,ORDI/Non,INTERNET/Non,MAILS/Non,CV/Non,DIFFCV/Non,ORGRECHEMPLOI/Basique,EMPLOISTORE/Non,DECLAPE/Non,IMPOTS/Non,DROITSSOCIAUXRSACAF/Non,RETRAITE/Non,CPAM/Non,FACTURES/Non,ETATCIVIL/Non,PERMIS/Non,PHOTO/Maîtrise,IMPTROISD/Non,PAO/Maîtrise,SITEWEB/Basique,CODE/Non,MOOC/Non",,"44.8621455643, -0.524002962718"
67,DEFI,,Association,Association,Privé,Lormont,"Gratuit,Adhérent,Payant",avec condition,"L’association DEFI a été créée en 1994. Son objectif est « d’aider toutes les personnes exclues à défendre et accéder à leurs droits, mais aussi de les aider à s’insérer à tous les niveaux de leur vie citoyenne par une action d’information, de formation et par un soutien tout au long de leur démarche d’insertion ». Nos actions pour y répondre, la Médiation Sociale, l’accession à la citoyenneté par la valorisation de l’alphabétisation, Français Langue Étrangère et Seconde, la participation active et citoyenne des habitants et plus particulièrement des femmes, dans la vie de la cité et les ateliers de formation aux usages et savoirs de base du numérique dans le cadre du programme Quartiers Numériques.",,18 Rue Henri DUNANT esplanade Saint-Hilaire,18,Rue Henri Dunant,33310,33249,Gironde,Nouvelle Aquitaine,esplanade Saint-Hilaire,44.8714835662089,-0.51433540137424,,Non,556311356,,Du Lundi au Vendredi : 9h-16h.,,defi.asso.lormont@orange.fr,,,Du Lundi au Vendredi : 9h-16h.,Mo-Fr 09:00-16:00,Tout public,Sur inscription ou rendez-vous,"Individuel,Collectif",,Accès à un équipement informatique,"TABLETTE/Expert,ORDI/Expert,INTERNET/Expert,MAILS/Expert,CV/Maîtrise,DIFFCV/Maîtrise,ORGRECHEMPLOI/Maîtrise,EMPLOISTORE/Maîtrise,DECLAPE/Maîtrise,IMPOTS/Maîtrise,DROITSSOCIAUXRSACAF/Maîtrise,RETRAITE/Maîtrise,CPAM/Maîtrise,FACTURES/Maîtrise,ETATCIVIL/Maîtrise,PERMIS/Maîtrise,PHOTO/Maîtrise,IMPTROISD/Non,PAO/Expert,SITEWEB/Non,CODE/Non,MOOC/Expert","APTIC,Quartiers numériques","44.8714835662, -0.514335401374"
77,Mediatheque Jean Vautrin,Mairie de Gradignan,Bibliothèque / Médiathèque,Collectivité locale ou territoriale,Public,Gradignan,"Gratuit,Adhérent,Payant",avec condition,Accompagnement individuel pour les démarches administratives. Accompagnement individuel pour de l'aide sur PC ou smartphone. Ateliers collectifs du mardi au vendredi. Espace jeu vidéo,,32 route de léognan,32,Route de Léognan,33170,33192,Gironde,Nouvelle Aquitaine,,44.7680067313461,-0.611460715625453,,Non,557121890,,Mardi : 14h- 20h. Mercredi et Samedi: 10h – 18h. Jeudi et Vendredi : 14h – 18h.,,lamediatheque@ville-gradignan.fr,http://www.lamediathequedegradignan.fr,,Mardi : 14h- 20h. Mercredi et Samedi: 10h – 18h. Jeudi et Vendredi : 14h – 18h.,"Tu 14:00-20:00; We,Sa 10:00-18:00; Th,Fr 14:00-18:00",Tout public,Sur inscription ou rendez-vous,"Individuel,Collectif",Handicap moteur,"Accès à un équipement informatique,Le public peut amener son propre matériel","TABLETTE/Expert,ORDI/Expert,INTERNET/Expert,MAILS/Expert,CV/Maîtrise,DIFFCV/Maîtrise,ORGRECHEMPLOI/Basique,EMPLOISTORE/Basique,DECLAPE/Maîtrise,IMPOTS/Maîtrise,DROITSSOCIAUXRSACAF/Maîtrise,RETRAITE/Basique,CPAM/Basique,FACTURES/Maîtrise,ETATCIVIL/Maîtrise,PERMIS/Maîtrise,PHOTO/Basique,IMPTROISD/Basique,PAO/Basique,SITEWEB/Non,CODE/Non,MOOC/Non",,"44.7680067313, -0.611460715625"
81,EPI'SOL Pessac,,Association,Association,Privé,Pessac,"Gratuit,Adhérent,Payant",avec condition,Atelier informatique tous les 15 jours. Poste informatique en libre service. Reconnu facilitateur CAF sur le site caf.fr,,8 place germaine tillion,8,Place Germaine Tillion,33600,33318,Gironde,Nouvelle Aquitaine,,44.8052764816374,-0.632860320910708,,Non,556514857,,Du Mardi au Vendredi : 10h-13h et 15h-19h.   Samedi : 10h-13h.  Atelier 1 Vendredi sur 2.  Permanence caf.fr le Vendredi matin.,,episolpessac@gmail.com,https://www.episolpessac.org/,https://www.facebook.com/episolpessac/,Du Mardi au Vendredi : 10h-13h et 15h-19h.   Samedi : 10h-13h.  Atelier 1 Vendredi sur 2.  Permanence caf.fr le Vendredi matin.,"Tu-Fr 10:00-13:00,15:00-19:00; Sa 10:00-13:00","Allocataires,Demandeurs d'emploi,Jeunes,Personnes en situation de handicap,Séniors",Sur inscription ou rendez-vous,"Individuel,Collectif",Handicap moteur,"Accès à un équipement informatique,Le public peut amener son propre matériel","TABLETTE/Basique,ORDI/Maîtrise,INTERNET/Basique,MAILS/Maîtrise,CV/Non,DIFFCV/Non,ORGRECHEMPLOI/Non,EMPLOISTORE/Non,DECLAPE/Non,IMPOTS/Non,DROITSSOCIAUXRSACAF/Basique,RETRAITE/Non,CPAM/Non,FACTURES/Non,ETATCIVIL/Non,PERMIS/Non,PHOTO/Non,IMPTROISD/Non,PAO/Non,SITEWEB/Non,CODE/Non,MOOC/Non",Point relais CAF,"44.8052764816, -0.632860320911"
82,Espace Social et d'Animation Alain Coudert,,Centre social,Association,Privé,Pessac,Gratuit,gratuit sans restrictions,"Centre social de Saige à Pessac, quartier prioritaire. Propose un accueil tous publics.  Le projet social de la structure est construit en 4 sous projets :  1) Accueil, Animation de la vie sociale et Cadre de vie  2) Accès aux Droits, Insertion et Parentalité (assistance numérique) 3) Alimentation, Santé & Solidarité  4) Education et prévention",,68 rue de l'horloge,68,Rue de l'Horloge,33600,33318,Gironde,Nouvelle Aquitaine,,44.7911631632469,-0.628702414403621,,Non,556455750,,Lundi : 13h30-19h. Du Mardi au Vendredi : 10h30-12h30/13h30-19h.,,esaac.esf@orange.fr,,https://www.facebook.com/esaacsaige33/,Lundi : 13h30-19h. Du Mardi au Vendredi : 10h30-12h30/13h30-19h.,"Mo 13:30-19:00; Tu-Fr 10:30-12:30,13:30-19:00",Tout public,Sur inscription ou rendez-vous,"Individuel,Collectif",Handicap moteur,"Accès à un équipement informatique,Le public peut amener son propre matériel","TABLETTE/Maîtrise,ORDI/Maîtrise,INTERNET/Maîtrise,MAILS/Maîtrise,CV/Maîtrise,DIFFCV/Maîtrise,ORGRECHEMPLOI/Basique,EMPLOISTORE/Basique,DECLAPE/Maîtrise,IMPOTS/Maîtrise,DROITSSOCIAUXRSACAF/Maîtrise,RETRAITE/Basique,CPAM/Maîtrise,FACTURES/Maîtrise,ETATCIVIL/Maîtrise,PERMIS/Maîtrise,PHOTO/Non,IMPTROISD/Non,PAO/Maîtrise,SITEWEB/Non,CODE/Non,MOOC/Basique","Point relais CAF,autre dispositif","44.7911631632, -0.628702414404"
85,Centre Social de Bagatelle,,Centre social,Association,Privé,Talence,Gratuit,gratuit sans restrictions,"Le centre social de Bagatelle accueille toutes personnes souhaitant participer à des projets, activités, événements ou en recherche de vivre ensemble. Permanences d'accès aux droits (écrivain public et CESF) et espace numérique.",,203 Route de Toulouse,203,Route de Toulouse,33400,33522,Gironde,Nouvelle Aquitaine,,44.8085123457487,-0.573962965955822,,Non,557124030,,"Du Lundi au Jeudi : 9h-12h/14h-17h30. Vendredi : 9h-12h. Vendredi après-midi, Samedi et dimanche : fermé. Ces horaires correspondent à la période actuelle (COVID-19), merci de nous contacter par téléphone pour toute demande d'accès au numérique. Présence de facilitateurs numériques le Lundi 9h30-12h / et le Vendredi : 9h30-12h.",,s.socioculturel@centre-social.com,http://www.centre-social.com/,https://www.facebook.com/Centre-social-de-Bagatelle-1671666503071790/,"Du Lundi au Jeudi : 9h-12h/14h-17h30. Vendredi : 9h-12h. Vendredi après-midi, Samedi et dimanche : fermé. Ces horaires correspondent à la période actuelle (COVID-19), merci de nous contacter par téléphone pour toute demande d'accès au numérique. Présence de facilitateurs numériques le Lundi 9h30-12h / et le Vendredi : 9h30-12h.","Mo-Th 09:00-12:00,14:00-17:30; Fr 09:00-12:00",Tout public,Sur inscription ou rendez-vous,"Individuel,Collectif",Handicap moteur,"Accès à un équipement informatique,Le public peut amener son propre matériel","TABLETTE/Maîtrise,ORDI/Maîtrise,INTERNET/Expert,MAILS/Expert,CV/Maîtrise,DIFFCV/Maîtrise,ORGRECHEMPLOI/Maîtrise,EMPLOISTORE/Basique,DECLAPE/Maîtrise,IMPOTS/Maîtrise,DROITSSOCIAUXRSACAF/Expert,RETRAITE/Basique,CPAM/Maîtrise,FACTURES/Maîtrise,ETATCIVIL/Maîtrise,PERMIS/Basique,PHOTO/Non,IMPTROISD/Non,PAO/Basique,SITEWEB/Non,CODE/Non,MOOC/Basique",Point relais CAF,"44.8085123457, -0.573962965956"
87,Médiathèque Castagnéra,Mairie de Talence,Bibliothèque / Médiathèque,Collectivité locale ou territoriale,Public,Talence,"Gratuit,Adhérent",avec condition,"La Cyber-base de Talence vous accueille sur deux sites, à la médiathèque Castagnéra. Ouverte à tous les inscrits du réseau des médiathèques de la ville (inscription gratuite), la Cyber-base met à votre disposition des ordinateurs équipés de casques audio, de webcams,  d’une connexion Internet haut débit, et vous propose de larges plages dédiées à la consultation libre, en présence d’un animateur. Des ateliers multimédias ont pour objectif de vous familiariser avec les outils informatiques, et de découvrir le potentiel des ressources numériques.",,1 allée Peixotto,1,Allée Peixotto,33400,33522,Gironde,Nouvelle Aquitaine,,44.8073646003272,-0.590091761879263,,Non,556847890,,Mardi Jeud  : 14h-18h30. Mercredi : 10h30-18h30. Vendredi  : 10h30-18h30. Samedi : 10h30-18h (10h30-16h en juillet et août).,,mediatheque@talence.fr,https://portail.mediatheques.talence.fr,,Mardi Jeud  : 14h-18h30. Mercredi : 10h30-18h30. Vendredi  : 10h30-18h30. Samedi : 10h30-18h (10h30-16h en juillet et août).,"Tu,Th 14:00-18:30; We,Fr 10:30-18:30; Sa 10:30-18:00; Jul-Aug Sa 10:30-16:00","Allocataires,Demandeurs d'emploi,Jeunes,Séniors",Sur inscription ou rendez-vous,"Individuel,Collectif",Handicap moteur,"Accès à un équipement informatique,Le public peut amener son propre matériel","TABLETTE/Maîtrise,ORDI/Maîtrise,INTERNET/Maîtrise,MAILS/Maîtrise,CV/Basique,DIFFCV/Maîtrise,ORGRECHEMPLOI/Basique,EMPLOISTORE/Basique,DECLAPE/Maîtrise,IMPOTS/Basique,DROITSSOCIAUXRSACAF/Basique,RETRAITE/Basique,CPAM/Basique,FACTURES/Basique,ETATCIVIL/Basique,PERMIS/Basique,PHOTO/Maîtrise,IMPTROISD/Non,PAO/Maîtrise,SITEWEB/Maîtrise,CODE/Maîtrise,MOOC/Basique",,"44.8073646003, -0.590091761879"
91,Médiathèque d'Ornon,Mairie de Villenave-d'Ornon,Bibliothèque / Médiathèque,Collectivité locale ou territoriale,Public,Villenave-d'Ornon,"Gratuit,Adhérent",avec condition,"Espace de 1000 m² situé dans le quartier de Chambéry, la Médiathèque d’Ornon est un outil culturel riche, conçu pour favoriser la lecture, l'ouverture au monde musical et audiovisuel et l'initiation aux nouvelles technologies, mais aussi lieu de loisirs, de convivialité, de détente et d'accès à l'information grâce à sa collection d'environ 70000 documents.Vous pouvez assister, tout au long de l'année aux différentes manifestations culturelles gratuites proposées par la Médiathèque d'Ornon : concerts, ateliers de lecture et d'écriture, contes, animations multimédia.",,46 bis rue Jean-Jacques Rousseau,46bis,Rue Jean-Jacques Rousseau,33140,33550,Gironde,Nouvelle Aquitaine,,44.7647467798463,-0.584067604517552,,Non,557965630,,Mardi : 15h-19h (ou 20h). Mercredi : 10h-18h. Jeudi : 15h-18h. Vendredi : 10h-12h /14h-18h. Samedi : 10h-18h.,,service.mediatheque@mairie-villenavedornon.fr,https://mediatheque.villenavedornon.fr/exploitation/,,Mardi : 15h-19h (ou 20h). Mercredi : 10h-18h. Jeudi : 15h-18h. Vendredi : 10h-12h /14h-18h. Samedi : 10h-18h.,"Tu 15:00-19:00; We,Sa 10:00-18:00; Th 15:00-18:00; Fr 10:00-12:00,14:00-18:00","Allocataires,Demandeurs d'emploi,Jeunes,Personnes en situation de handicap,Séniors",Sur inscription ou rendez-vous,Individuel,Handicap moteur,Accès à un équipement informatique,"TABLETTE/Basique,ORDI/Basique,INTERNET/Basique,MAILS/Basique,CV/Basique,DIFFCV/Non,ORGRECHEMPLOI/Non,EMPLOISTORE/Non,DECLAPE/Non,IMPOTS/Non,DROITSSOCIAUXRSACAF/Non,RETRAITE/Non,CPAM/Non,FACTURES/Non,ETATCIVIL/Non,PERMIS/Non,PHOTO/Basique,IMPTROISD/Non,PAO/Basique,SITEWEB/Non,CODE/Non,MOOC/Basique",,"44.7647467798, -0.584067604518"
